customer_id,first_name,last_name,date_of_birth,signup_date,city,occupation,monthly_income,credit_score,email,age
CUST100609,Priya,Williams,1988-04-01,2023-11-23,Durban,Nurse,34499.48,742.0,priya.williams928@outlook.com,38.4
CUST100610,Raj,Miller,1947-11-16,2017-05-14,East London,Technician,56942.5,476.0,raj.miller879@gmail.com,78.7
CUST100611,Joseph,Garcia,1988-05-12,2017-02-04,East London,Unknown,10112.49,614.0,joseph.garcia427@yahoo.com,38.3
CUST100612,Mei,Chen,1962-07-02,2025-10-03,Bloemfontein,Teacher,41034.09,541.0,mei.chen908@yahoo.com,64.1
CUST100613,Richard,Davis,1984-10-02,2016-08-23,Pretoria,Nurse,48706.18,664.0,richard.davis439@outlook.com,41.9
CUST100614,Lerato,Khumalo,1983-04-03,2021-06-10,Johannesburg,Unknown,47178.96,539.0,lerato.khumalo649@webmail.co.za,43.4
CUST100615,Kagiso,Khan,1958-11-02,2019-05-20,Nelspruit,Entrepreneur,21077.96,531.0,kagiso.khan912@outlook.com,67.8
CUST100616,Linda,Silva,1971-11-13,2018-01-07,East London,Teacher,36723.39,650.0,linda.silva710@outlook.com,54.8
CUST100617,William,Jones,1995-12-22,2022-05-11,East London,Accountant,16892.17,635.0,william.jones49@webmail.co.za,30.6
CUST100618,Mary,Botha,1981-12-09,2026-10-02,Cape Town,Student,22566.74,645.0,mary.botha31@outlook.com,44.7
CUST100619,John,Brown,1949-03-12,2024-03-01,Durban,Retired,14389.27,689.0,,77.4
CUST100620,Susan,Smith,1972-01-07,2020-08-18,Pretoria,Retired,17065.27,737.0,susan.smith782@webmail.co.za,54.6
CUST100621,Jessica,Smith,1964-01-07,2020-08-02,Bloemfontein,Entrepreneur,23281.69,612.0,jessica.smith59@yahoo.com,62.6
CUST100622,Jennifer,Jones,1984-02-21,2025-06-07,Polokwane,Technician,20039.05,614.0,jennifer.jones779@outlook.com,42.5
CUST100623,Susan,Botha,1982-06-27,2021-11-09,Nelspruit,Civil Servant,17063.98,615.0,susan.botha897@outlook.com,44.1
CUST100624,Zanele,Jones,1945-08-20,2020-01-10,,Consultant,12335.56,747.0,zanele.jones307@outlook.com,81.0
CUST100625,Linda,Patel,1982-01-25,2022-11-28,Pretoria,Technician,87260.87,644.0,linda.patel167@yahoo.com,44.6
CUST100626,David,Martinez,1989-10-28,2017-09-30,Port Elizabeth,Artisan,19923.64,650.0,david.martinez283@yahoo.com,36.8
CUST100627,Barbara,Smith,1991-11-22,2015-09-27,Polokwane,Sales Rep,32793.29,685.0,barbara.smith874@outlook.com,34.7
CUST100628,Thabo,Martinez,1948-08-06,2024-11-26,Pretoria,Artisan,9363.9,815.0,thabo.martinez891@outlook.com,78.0
CUST100629,Barbara,Smith,1963-07-11,2022-12-01,,Entrepreneur,60754.08,657.0,barbara.smith28@outlook.com,63.1
CUST100630,Chidi,Ndlovu,1970-09-12,2016-11-28,Polokwane,Unknown,29741.43,626.0,chidi.ndlovu876@webmail.co.za,55.9
CUST100631,David,Khumalo,1955-12-20,2018-06-14,Bloemfontein,Consultant,20612.96,825.0,david.khumalo81@webmail.co.za,70.7
CUST100632,Susan,Dlamini,1970-08-31,2026-06-19,Port Elizabeth,Engineer,20721.26,770.0,susan.dlamini675@gmail.com,56.0
CUST100633,Richard,Miller,1949-05-04,2022-07-05,Polokwane,Artisan,45326.44,757.0,richard.miller202@outlook.com,77.3
CUST100634,Jennifer,Khan,1951-11-28,2022-05-14,Durban,Accountant,4574.0,605.0,jennifer.khan167@yahoo.com,74.7
CUST100635,Lerato,Mokoena,1985-10-15,2015-02-11,Johannesburg,Accountant,16407.34,596.0,lerato.mokoena607@outlook.com,40.8
CUST100636,Linda,Garcia,1961-01-06,2026-03-22,Polokwane,Civil Servant,25048.01,485.0,linda.garcia284@gmail.com,65.6
CUST100637,Elizabeth,Martinez,1988-05-24,2025-04-05,Port Elizabeth,Sales Rep,24875.37,737.0,elizabeth.martinez850@outlook.com,38.2
CUST100638,Mei,Williams,1947-12-08,2021-06-05,Pretoria,Retired,120956.61,657.0,mei.williams853@yahoo.com,78.7
CUST100639,Carlos,Pretorius,1979-04-29,2018-01-08,Johannesburg,Manager,21970.24,488.0,carlos.pretorius719@gmail.com,47.3
CUST100640,Lerato,Khan,1968-11-17,2023-01-31,Kimberley,Artisan,48734.19,758.0,lerato.khan637@webmail.co.za,57.7
CUST100641,Fatima,Miller,1993-08-12,2024-08-26,Polokwane,Artisan,79777.3,620.0,fatima.miller635@webmail.co.za,33.0
CUST100642,Priya,Chen,1992-10-26,2024-08-02,Durban,Civil Servant,40230.01,631.0,priya.chen888@outlook.com,33.8
CUST100643,Jessica,Chen,1967-11-29,2026-04-25,East London,Nurse,17956.55,514.0,jessica.chen37@webmail.co.za,58.7
CUST100644,Wei,Mokoena,1982-12-26,2022-05-17,Port Elizabeth,Consultant,12447.9,694.0,wei.mokoena729@webmail.co.za,43.6
CUST100645,David,Johnson,1958-11-18,2018-09-20,Pretoria,Sales Rep,42076.82,695.0,david.johnson623@gmail.com,67.7
CUST100646,Joseph,Botha,1980-05-27,2020-07-10,Pretoria,Sales Rep,72186.99,646.0,joseph.botha262@outlook.com,46.2
CUST100647,Naledi,Nkosi,1949-12-16,2024-06-15,Johannesburg,Entrepreneur,37330.94,612.0,naledi.nkosi3@outlook.com,76.7
CUST100648,Carlos,Nkosi,1971-07-06,2018-01-27,Kimberley,Nurse,56391.23,650.0,carlos.nkosi223@outlook.com,55.1
CUST100649,Priya,Nkosi,1956-02-23,2017-05-09,Kimberley,Consultant,127410.35,542.0,priya.nkosi220@gmail.com,70.5
CUST100650,Jessica,Pretorius,1998-11-19,2023-05-25,Nelspruit,Manager,44463.53,585.0,jessica.pretorius604@outlook.com,27.7
CUST100651,Kagiso,Khan,1972-02-20,2020-02-23,Pretoria,Civil Servant,13899.67,714.0,kagiso.khan86@yahoo.com,54.5
CUST100652,Michael,Johnson,1981-01-13,2024-06-16,Kimberley,Accountant,27740.16,559.0,michael.johnson304@outlook.com,45.6
CUST100653,Mei,Ndlovu,1966-12-25,2016-08-30,Durban,Accountant,61213.87,552.0,mei.ndlovu310@gmail.com,59.6
CUST100654,Naledi,Garcia,1962-08-12,2018-11-20,Nelspruit,Teacher,23172.75,752.0,naledi.garcia984@gmail.com,64.0
CUST100655,Naledi,Jones,1957-05-18,2018-08-02,Cape Town,Sales Rep,66398.08,704.0,,69.2
CUST100656,Wei,Van Der Merwe,2000-08-15,2023-01-30,Pretoria,Engineer,25844.11,694.0,wei.van der merwe252@outlook.com,26.0
CUST100657,Kagiso,Silva,1993-10-07,2023-10-17,Bloemfontein,Technician,32879.63,666.0,kagiso.silva136@webmail.co.za,32.9
CUST100658,Robert,Dlamini,1953-02-16,2020-12-04,Kimberley,Accountant,21797.6,588.0,robert.dlamini566@webmail.co.za,73.5
CUST100659,Elizabeth,Khan,1990-07-20,2020-07-15,Durban,Sales Rep,29605.69,627.0,,36.1
CUST100660,Jennifer,Williams,1970-07-13,2016-12-07,Port Elizabeth,Artisan,30560.65,643.0,jennifer.williams4@outlook.com,56.1
CUST100661,Chidi,Jones,1945-12-10,2023-02-16,Nelspruit,Student,10248.38,726.0,chidi.jones988@yahoo.com,80.7
CUST100662,Mary,Van Der Merwe,1977-03-25,2026-06-29,Port Elizabeth,Engineer,20641.19,688.0,mary.van der merwe529@gmail.com,49.4
CUST100663,Michael,Martinez,1952-12-07,2024-04-01,East London,Nurse,12836.85,566.0,michael.martinez875@outlook.com,73.7
CUST100664,Zanele,Khumalo,1957-10-22,2017-01-08,Port Elizabeth,Driver,21072.73,721.0,zanele.khumalo115@webmail.co.za,68.8
CUST100665,Amara,Ndlovu,1987-06-17,2022-03-20,Johannesburg,Unknown,16695.62,499.0,amara.ndlovu172@webmail.co.za,39.2
CUST100666,Thabo,Jones,1960-09-07,2018-01-06,Durban,Civil Servant,49369.73,621.0,thabo.jones656@yahoo.com,65.9
CUST100667,Priya,Van Der Merwe,1999-05-28,2015-08-05,Bloemfontein,Nurse,49713.91,547.0,priya.van der merwe441@webmail.co.za,27.2
CUST100668,Fatima,Khan,1985-02-01,2017-01-30,Johannesburg,Teacher,37653.32,573.0,fatima.khan156@gmail.com,41.5
CUST100669,John,Patel,1995-10-08,2016-09-03,Durban,Unknown,12574.3,823.0,john.patel416@yahoo.com,30.9
CUST100670,Carlos,Davis,1982-07-11,2017-08-04,Kimberley,Unknown,25364.84,518.0,carlos.davis286@yahoo.com,44.1
CUST100671,Zanele,Chen,1997-12-31,2024-03-19,,Entrepreneur,11988.28,650.0,zanele.chen103@webmail.co.za,28.6
CUST100672,Kagiso,Pretorius,1967-01-23,2018-05-23,Durban,Consultant,24627.62,696.0,kagiso.pretorius765@yahoo.com,59.6
CUST100673,Patricia,Chen,1978-07-01,2023-08-10,East London,Engineer,39674.05,608.0,patricia.chen651@gmail.com,48.1
CUST100674,Zanele,Ndlovu,1976-06-20,2025-12-27,Bloemfontein,Consultant,48789.12,664.0,zanele.ndlovu395@yahoo.com,50.2
CUST100675,Chidi,Garcia,2000-02-17,2021-08-26,Durban,Sales Rep,35728.6,779.0,chidi.garcia969@yahoo.com,26.5
CUST100676,Sipho,Dlamini,1955-01-23,2020-08-15,Johannesburg,Sales Rep,57244.28,709.0,sipho.dlamini632@gmail.com,71.6
CUST100677,Robert,Rodriguez,1980-04-05,2023-09-09,Nelspruit,Technician,31440.55,608.0,robert.rodriguez926@webmail.co.za,46.4
CUST100678,Thabo,Mokoena,1991-01-07,2016-02-15,Bloemfontein,Consultant,23385.32,638.0,thabo.mokoena106@yahoo.com,35.6
CUST100679,Fatima,Johnson,1967-07-29,2019-12-17,Bloemfontein,Unknown,45442.19,698.0,fatima.johnson505@yahoo.com,59.0
CUST100680,Chidi,Jones,1997-12-02,2020-11-10,Johannesburg,Nurse,46345.79,707.0,chidi.jones800@webmail.co.za,28.7
CUST100681,John,Silva,1967-10-03,2024-08-16,Durban,Teacher,19643.41,650.0,john.silva557@yahoo.com,58.9
CUST100682,Carlos,Rodriguez,1955-07-29,2024-06-06,Johannesburg,Engineer,33772.07,682.0,carlos.rodriguez843@webmail.co.za,71.0
CUST100683,Carlos,Martinez,1980-08-17,2024-10-28,Kimberley,Sales Rep,22548.23,683.0,carlos.martinez705@webmail.co.za,46.0
CUST100684,Jennifer,Dlamini,1970-08-27,2023-01-31,Polokwane,Technician,8061.4,642.0,jennifer.dlamini664@outlook.com,56.0
CUST100685,Mei,Martinez,1945-12-05,2021-02-22,Bloemfontein,Retired,35033.64,596.0,mei.martinez234@webmail.co.za,80.7
CUST100686,Susan,Khan,1949-04-05,2024-02-08,East London,Sales Rep,12373.18,717.0,susan.khan131@yahoo.com,77.4
CUST100687,Sipho,Garcia,1956-11-29,2025-10-02,Cape Town,Technician,32759.05,676.0,sipho.garcia291@gmail.com,69.7
CUST100688,Joseph,Khan,1991-12-05,2020-07-25,Kimberley,Unknown,10708.75,463.0,joseph.khan547@yahoo.com,34.7
CUST100689,Mei,Jones,1999-05-31,2026-01-06,Bloemfontein,Retired,17469.29,576.0,mei.jones454@outlook.com,27.2
CUST100690,Sofia,Rodriguez,1978-04-14,2025-02-17,Bloemfontein,Student,20740.44,607.0,sofia.rodriguez362@gmail.com,48.3
CUST100691,Mei,Khumalo,1951-06-10,2020-11-29,Kimberley,Manager,55328.03,632.0,mei.khumalo790@gmail.com,75.2
CUST100692,Fatima,Botha,1977-08-07,2015-10-21,Johannesburg,Nurse,19533.59,758.0,fatima.botha972@webmail.co.za,49.0
CUST100693,Carlos,Garcia,1997-03-11,2017-07-08,Port Elizabeth,Civil Servant,14115.34,650.0,carlos.garcia256@webmail.co.za,29.4
CUST100694,Robert,Khumalo,1990-09-19,2023-12-29,Johannesburg,Consultant,33476.77,429.0,robert.khumalo931@outlook.com,35.9
CUST100695,William,Johnson,1962-10-04,2016-04-15,Port Elizabeth,Teacher,27289.63,677.0,william.johnson397@gmail.com,63.9
CUST100696,Chidi,Johnson,1952-07-23,2020-10-06,Durban,Technician,43232.0,656.0,chidi.johnson80@outlook.com,74.1
CUST100697,Sipho,Khan,1999-12-10,2022-02-01,Port Elizabeth,Teacher,14659.91,634.0,sipho.khan660@webmail.co.za,26.7
CUST100698,Mary,Patel,1997-02-05,2025-04-03,Polokwane,Unknown,30531.44,699.0,mary.patel721@outlook.com,29.5
CUST100699,Patricia,Rodriguez,1948-04-11,2024-10-23,Durban,Technician,118390.06,663.0,patricia.rodriguez508@yahoo.com,78.3
CUST100700,Thabo,Mokoena,1995-03-30,2023-07-11,Johannesburg,Retired,23305.22,617.0,thabo.mokoena235@yahoo.com,31.4
CUST100701,Zanele,Rodriguez,1950-12-06,2019-09-21,Cape Town,Technician,30092.71,653.0,zanele.rodriguez749@gmail.com,75.7
CUST100702,Jennifer,Miller,1948-11-10,2016-08-24,Polokwane,Engineer,9930.6,650.0,jennifer.miller146@outlook.com,77.8
CUST100703,Jennifer,Martinez,1991-04-10,2022-03-10,Bloemfontein,Artisan,16126.39,692.0,jennifer.martinez648@gmail.com,35.3
CUST100704,John,Miller,1977-09-18,2017-05-02,Kimberley,Artisan,35448.37,667.0,john.miller37@gmail.com,48.9
CUST100705,Sipho,Silva,1970-04-15,2021-02-07,Nelspruit,Accountant,22071.92,597.0,sipho.silva119@yahoo.com,56.3
CUST100706,James,Martinez,2000-02-19,2026-11-05,Cape Town,Student,38896.51,650.0,james.martinez832@outlook.com,26.5
CUST100707,Sipho,Davis,1996-03-12,2021-05-16,Polokwane,Accountant,34716.25,682.0,sipho.davis287@yahoo.com,30.4
CUST100708,Jessica,Dlamini,1948-07-07,2022-06-23,Johannesburg,Student,12199.89,719.0,jessica.dlamini825@yahoo.com,78.1
CUST100709,Joseph,Khan,1982-07-31,2022-06-11,Johannesburg,Retired,49473.07,604.0,joseph.khan214@webmail.co.za,44.0
CUST100710,Lerato,Miller,1992-02-09,2024-08-13,Polokwane,Nurse,12764.06,667.0,lerato.miller490@outlook.com,34.5
CUST100711,Thabo,Pretorius,1978-07-31,2020-01-14,Port Elizabeth,Driver,17001.33,666.0,thabo.pretorius876@outlook.com,48.0
CUST100712,Chidi,Ndlovu,2004-12-17,2020-05-10,Kimberley,Nurse,30874.66,478.0,chidi.ndlovu971@webmail.co.za,21.7
CUST100713,Wei,Chen,1986-11-06,2017-01-14,Johannesburg,Unknown,68886.38,586.0,wei.chen547@gmail.com,39.8
CUST100714,Fatima,Nkosi,1951-05-10,2022-02-13,,Accountant,14730.48,584.0,fatima.nkosi168@gmail.com,75.3
CUST100715,Mei,Martinez,1957-02-04,2018-05-06,Pretoria,Artisan,29395.91,596.0,mei.martinez920@yahoo.com,69.5
CUST100716,Thabo,Jones,1995-05-26,2020-11-17,Kimberley,Sales Rep,29543.3,554.0,thabo.jones621@yahoo.com,31.2
CUST100717,Jessica,Khan,2005-10-19,2023-11-17,East London,Teacher,39911.35,654.0,jessica.khan764@yahoo.com,20.8
CUST100718,Linda,Smith,1950-12-31,2015-03-16,Polokwane,Civil Servant,54743.74,776.0,linda.smith936@webmail.co.za,75.6
CUST100719,Zanele,Ndlovu,1951-02-14,2021-07-13,Durban,Student,21111.11,662.0,zanele.ndlovu244@yahoo.com,75.5
CUST100720,John,Nkosi,1991-07-26,2017-03-01,Nelspruit,Accountant,49370.56,544.0,john.nkosi365@webmail.co.za,35.1
CUST100721,Fatima,Martinez,1948-12-04,2018-03-27,Nelspruit,Civil Servant,59766.05,557.0,fatima.martinez324@gmail.com,77.7
CUST100722,Priya,Patel,1949-03-08,2015-05-27,Polokwane,Unknown,78462.45,616.0,priya.patel783@outlook.com,77.4
CUST100723,Patricia,Dlamini,1999-03-20,2016-12-17,Port Elizabeth,Unknown,36357.43,523.0,patricia.dlamini251@outlook.com,27.4
CUST100724,Mei,Jones,1993-10-29,2026-05-06,Kimberley,Nurse,29568.42,677.0,mei.jones40@yahoo.com,32.8
CUST100725,Patricia,Miller,1998-10-10,2026-07-25,East London,Engineer,20236.62,772.0,patricia.miller12@yahoo.com,27.8
CUST100726,Chidi,Dlamini,1984-09-05,2023-03-05,Johannesburg,Engineer,11210.52,598.0,chidi.dlamini609@outlook.com,41.9
CUST100727,Robert,Williams,1964-09-03,2022-01-02,Nelspruit,Consultant,27289.63,657.0,robert.williams840@outlook.com,61.9
CUST100728,Jessica,Martinez,2000-04-13,2023-12-31,Johannesburg,Retired,28779.04,611.0,jessica.martinez652@yahoo.com,26.3
CUST100729,Lerato,Martinez,1963-03-23,2025-05-20,East London,Civil Servant,25192.58,593.0,lerato.martinez905@gmail.com,63.4
CUST100730,Chidi,Van Der Merwe,1961-10-22,2021-05-01,Durban,Unknown,38508.37,667.0,chidi.van der merwe814@outlook.com,64.8
CUST100731,Susan,Williams,1999-01-26,2015-05-30,Nelspruit,Consultant,11242.94,590.0,susan.williams23@webmail.co.za,27.6
CUST100732,Fatima,Van Der Merwe,1986-07-13,2023-03-20,Polokwane,Artisan,24120.45,577.0,fatima.van der merwe875@webmail.co.za,40.1
CUST100733,Wei,Martinez,1999-08-20,2026-05-27,Nelspruit,Driver,89041.84,504.0,wei.martinez974@yahoo.com,27.0
CUST100734,Michael,Chen,1954-07-06,2017-12-27,East London,Engineer,48891.52,656.0,michael.chen638@outlook.com,72.1
CUST100735,Lerato,Khumalo,2003-02-02,2020-05-14,Bloemfontein,Nurse,38937.54,746.0,lerato.khumalo70@webmail.co.za,23.5
CUST100736,Chidi,Miller,1982-05-18,2019-09-03,Nelspruit,Engineer,34009.98,714.0,chidi.miller959@yahoo.com,44.2
CUST100737,David,Pretorius,1985-10-01,2019-10-07,Durban,Student,21606.31,784.0,david.pretorius815@webmail.co.za,40.9
CUST100738,Chidi,Jones,2000-10-03,2023-10-05,Bloemfontein,Technician,9391.48,589.0,chidi.jones270@yahoo.com,25.9
CUST100739,Ahmed,Smith,1968-03-23,2019-05-20,Durban,Retired,35393.28,727.0,ahmed.smith490@yahoo.com,58.4
CUST100740,Raj,Khan,1988-11-22,2025-11-24,Cape Town,Nurse,6191.56,551.0,raj.khan595@webmail.co.za,37.7
CUST100741,Wei,Mokoena,1984-01-23,2024-02-23,Nelspruit,Civil Servant,27289.63,714.0,wei.mokoena413@webmail.co.za,42.6
CUST100742,Kagiso,Botha,1993-01-19,2015-04-27,Port Elizabeth,Student,26844.18,798.0,kagiso.botha658@outlook.com,33.6
CUST100743,William,Ndlovu,1999-09-17,2024-06-24,Johannesburg,Civil Servant,20571.99,695.0,,26.9
CUST100744,Mei,Smith,1986-06-26,2023-12-14,Nelspruit,Artisan,98995.52,800.0,mei.smith177@yahoo.com,40.1
CUST100745,Barbara,Smith,1949-02-15,2020-12-24,Kimberley,Manager,80386.83,596.0,barbara.smith331@yahoo.com,77.5
CUST100746,Naledi,Martinez,1956-03-04,2020-02-10,East London,Artisan,49995.44,638.0,naledi.martinez945@webmail.co.za,70.4
CUST100747,David,Garcia,2003-03-11,2024-04-09,Pretoria,Artisan,15441.35,568.0,david.garcia988@gmail.com,23.4
CUST100748,David,Pretorius,2004-02-01,2019-02-12,Nelspruit,Nurse,85207.88,653.0,david.pretorius712@webmail.co.za,22.5
CUST100749,Jennifer,Williams,2004-01-05,2016-05-11,Polokwane,Teacher,39002.52,674.0,jennifer.williams762@yahoo.com,22.6
CUST100750,Carlos,Botha,1947-03-31,2018-08-16,Durban,Artisan,15287.83,652.0,carlos.botha519@yahoo.com,79.4
CUST100751,John,Jones,1968-04-30,2018-01-26,Pretoria,Teacher,27436.52,607.0,john.jones696@gmail.com,58.3
CUST100752,Robert,Williams,1991-05-04,2022-11-20,Kimberley,Teacher,47817.4,606.0,robert.williams659@yahoo.com,35.3
CUST100753,Fatima,Miller,1990-12-04,2017-01-26,Kimberley,Teacher,18782.35,681.0,fatima.miller796@gmail.com,35.7
CUST100754,Naledi,Brown,1950-03-29,2022-06-20,East London,Unknown,29270.03,636.0,naledi.brown182@webmail.co.za,76.4
CUST100755,Joseph,Rodriguez,1982-03-06,2020-05-25,Johannesburg,Civil Servant,32528.95,546.0,joseph.rodriguez374@yahoo.com,44.4
CUST100756,Chidi,Davis,1953-09-18,2024-09-21,Durban,Technician,13897.82,479.0,chidi.davis932@outlook.com,72.9
CUST100757,Richard,Dlamini,1975-02-01,2020-08-13,Pretoria,Nurse,22878.3,596.0,richard.dlamini92@webmail.co.za,51.5
CUST100758,John,Dlamini,1959-08-15,2025-08-10,Bloemfontein,Technician,14540.93,526.0,john.dlamini666@outlook.com,67.0
CUST100759,Chidi,Smith,1948-03-30,2025-05-06,Nelspruit,Technician,45306.27,575.0,chidi.smith203@outlook.com,78.4
CUST100760,Jennifer,Williams,1949-11-18,2017-02-22,Nelspruit,Consultant,15602.19,612.0,jennifer.williams655@outlook.com,76.7
CUST100761,Naledi,Brown,2000-07-24,2022-12-12,Durban,Sales Rep,32050.95,637.0,naledi.brown680@outlook.com,26.1
CUST100762,Carlos,Jones,1990-06-03,2017-06-26,Cape Town,Technician,11683.19,590.0,carlos.jones30@gmail.com,36.2
CUST100763,Fatima,Williams,2001-11-03,2024-07-14,Durban,Driver,13628.76,847.0,fatima.williams532@yahoo.com,24.8
CUST100764,Barbara,Miller,1973-09-01,2022-05-13,Durban,Civil Servant,13238.32,537.0,barbara.miller198@webmail.co.za,53.0
CUST100765,Wei,Khumalo,1970-03-18,2018-05-29,Nelspruit,Consultant,22612.43,759.0,wei.khumalo991@webmail.co.za,56.4
CUST100766,Zanele,Miller,1966-11-11,2017-11-19,Johannesburg,Driver,29978.3,635.0,zanele.miller608@webmail.co.za,59.8
CUST100767,Jessica,Davis,1982-08-05,2019-12-23,Nelspruit,Engineer,33485.01,591.0,jessica.davis417@webmail.co.za,44.0
CUST100768,John,Ndlovu,1966-06-12,2024-10-04,East London,Student,9289.68,703.0,john.ndlovu805@gmail.com,60.2
CUST100769,Richard,Khumalo,1990-07-10,2024-03-21,Cape Town,Unknown,24314.21,609.0,richard.khumalo275@gmail.com,36.1
CUST100770,Kagiso,Davis,1993-11-17,2015-05-22,East London,Accountant,17148.34,577.0,kagiso.davis791@webmail.co.za,32.7
CUST100771,Sofia,Jones,1998-06-04,2018-02-07,Bloemfontein,Technician,37067.92,811.0,sofia.jones671@webmail.co.za,28.2
CUST100772,James,Martinez,1959-10-24,2019-11-24,Johannesburg,Unknown,22912.05,452.0,james.martinez532@outlook.com,66.8
CUST100773,Amara,Smith,1977-02-23,2021-10-13,Durban,Entrepreneur,25629.55,628.0,amara.smith157@webmail.co.za,49.5
CUST100774,Priya,Ndlovu,1958-08-19,2016-09-24,Pretoria,Consultant,17206.3,667.0,priya.ndlovu833@gmail.com,68.0
CUST100775,Carlos,Pretorius,1947-04-17,2018-11-19,Durban,Student,75719.32,777.0,carlos.pretorius709@gmail.com,79.3
CUST100776,Susan,Rodriguez,1988-03-05,2025-04-04,Bloemfontein,Artisan,12454.69,614.0,susan.rodriguez164@yahoo.com,38.4
CUST100777,Patricia,Williams,1978-06-27,2020-08-07,East London,Entrepreneur,21166.17,650.0,patricia.williams998@yahoo.com,48.1
CUST100778,William,Patel,1989-02-27,2023-08-14,Cape Town,Engineer,28697.32,718.0,william.patel429@outlook.com,37.5
CUST100779,Priya,Williams,1950-05-07,2020-12-08,Cape Town,Manager,23136.89,437.0,priya.williams797@webmail.co.za,76.3
CUST100780,Ahmed,Jones,2005-09-22,2020-05-20,East London,Student,17011.39,519.0,ahmed.jones31@outlook.com,20.9
CUST100781,Kagiso,Brown,2005-08-27,2022-03-15,Port Elizabeth,Nurse,9072.38,671.0,kagiso.brown261@webmail.co.za,21.0
CUST100782,Patricia,Botha,1973-05-13,2018-02-01,Durban,Unknown,17766.94,547.0,patricia.botha731@yahoo.com,53.3
CUST100783,Patricia,Nkosi,1997-10-29,2017-11-22,Durban,Sales Rep,15129.01,699.0,patricia.nkosi685@webmail.co.za,28.8
CUST100784,Jessica,Khumalo,1959-11-10,2026-06-16,Johannesburg,Entrepreneur,73683.54,609.0,jessica.khumalo156@gmail.com,66.8
CUST100785,Sipho,Mokoena,1989-12-28,2025-01-23,Nelspruit,Unknown,104696.14,542.0,sipho.mokoena762@gmail.com,36.6
CUST100786,Mary,Chen,1998-08-19,2023-07-18,Nelspruit,Teacher,26095.68,563.0,mary.chen381@yahoo.com,28.0
CUST100787,Lerato,Mokoena,1994-09-10,2016-03-08,Bloemfontein,Accountant,11581.29,727.0,lerato.mokoena384@yahoo.com,31.9
CUST100788,Naledi,Dlamini,1994-07-08,2015-08-05,Pretoria,Retired,41891.01,468.0,naledi.dlamini970@gmail.com,32.1
CUST100789,James,Nkosi,1973-03-30,2017-11-01,Durban,Nurse,14933.38,744.0,james.nkosi980@webmail.co.za,53.4
CUST100790,Patricia,Khan,1995-01-07,2025-10-11,Pretoria,Technician,19350.96,747.0,patricia.khan917@webmail.co.za,31.6
CUST100791,Joseph,Johnson,1987-02-18,2024-06-14,Kimberley,Unknown,18447.61,620.0,joseph.johnson942@gmail.com,39.5
CUST100792,Chidi,Rodriguez,1953-01-29,2021-01-21,Johannesburg,Unknown,19924.32,524.0,chidi.rodriguez717@webmail.co.za,73.5
CUST100793,Raj,Nkosi,1951-12-19,2026-03-21,Nelspruit,Unknown,21745.62,700.0,raj.nkosi930@gmail.com,74.7
CUST100794,Susan,Rodriguez,1992-02-01,2016-12-09,Pretoria,Nurse,12233.08,606.0,susan.rodriguez508@webmail.co.za,34.5
CUST100795,Elizabeth,Jones,1983-02-25,2021-06-23,Durban,Nurse,17655.31,514.0,elizabeth.jones95@webmail.co.za,43.5
CUST100796,Carlos,Botha,1976-09-06,2017-02-14,Nelspruit,Nurse,49610.93,822.0,carlos.botha480@yahoo.com,49.9
CUST100797,Joseph,Mokoena,2000-05-04,2018-07-20,Kimberley,Retired,26366.93,570.0,joseph.mokoena681@webmail.co.za,26.3
CUST100798,David,Khumalo,1985-03-27,2025-11-20,Kimberley,Nurse,29003.98,518.0,david.khumalo661@yahoo.com,41.4
CUST100799,Joseph,Martinez,1969-03-01,2025-01-20,Durban,Sales Rep,7049.07,676.0,joseph.martinez962@gmail.com,57.5
CUST100800,James,Williams,1970-04-01,2016-06-03,Bloemfontein,Entrepreneur,47508.8,644.0,james.williams340@yahoo.com,56.4
CUST100801,Elizabeth,Rodriguez,1981-12-02,2017-11-21,Durban,Technician,17830.9,784.0,elizabeth.rodriguez312@yahoo.com,44.7
CUST100802,Thabo,Martinez,1991-05-18,2021-11-19,Cape Town,Unknown,52806.05,616.0,thabo.martinez926@gmail.com,35.2
CUST100803,Fatima,Pretorius,1979-06-05,2015-09-17,Pretoria,Technician,29512.37,617.0,fatima.pretorius511@yahoo.com,47.2
CUST100804,Chidi,Miller,1976-01-13,2021-05-15,Johannesburg,Manager,19201.97,680.0,chidi.miller87@gmail.com,50.6
CUST100805,Mei,Brown,1989-05-04,2021-08-10,Cape Town,Unknown,9831.3,668.0,mei.brown273@yahoo.com,37.3
CUST100806,Naledi,Martinez,1988-01-08,2018-05-15,Bloemfontein,Consultant,99201.42,671.0,naledi.martinez416@webmail.co.za,38.6
CUST100807,Patricia,Nkosi,1995-08-26,2018-05-24,East London,Nurse,43562.34,674.0,patricia.nkosi376@outlook.com,31.0
CUST100808,Richard,Ndlovu,1948-10-25,2017-08-27,Durban,Artisan,45154.47,665.0,richard.ndlovu367@outlook.com,77.8
CUST100809,Sofia,Rodriguez,1991-01-19,2025-01-11,Bloemfontein,Retired,80121.27,613.0,sofia.rodriguez998@webmail.co.za,35.6
CUST100810,Mary,Chen,1976-05-04,2019-03-07,Polokwane,Entrepreneur,30774.82,725.0,mary.chen102@outlook.com,50.3
