customer_id,first_name,last_name,date_of_birth,signup_date,city,occupation,monthly_income,credit_score,email
CUST101475,Elizabeth,Miller,1947-10-10,2015-04-14,Kimberley,Artisan,28416.16,,elizabeth.miller314@outlook.com
CUST101476,Jessica,Garcia,1993-03-17,2016-08-10,Bloemfontein,Civil Servant,,640.0,jessica.garcia784@outlook.com
CUST101477,Richard,Davis,1970-11-04,2024-04-12,cape town,Manager,17131.57,631.0,richard.davis379@outlook.com
CUST101478,Linda,Patel,1960-01-21,2024-03-30,johannesburg,Civil Servant,35871.32,619.0,linda.patel341@webmail.co.za
CUST101479,Susan,Davis,1966-03-17,2024-10-16,Port Elizabeth,Engineer,30122.23,639.0,susan.davis750@yahoo.com
CUST101480,John,Chen,1991-03-14,2022-03-23,East London,Technician,34055.43,613.0,john.chen615@gmail.com
CUST101481,James,Botha,1973-05-19,2022-03-24,Bloemfontein,Sales Rep,41069.74,548.0,james.botha384@webmail.co.za
CUST101482,Elizabeth,Pretorius,1997-12-23,2016-08-06,Nelspruit,Civil Servant,24286.74,728.0,elizabeth.pretorius665@yahoo.com
CUST101483,Patricia,Khumalo,1989-10-30,2023-04-02,Bloemfontein,Engineer,24310.59,696.0,patricia.khumalo711@webmail.co.za
CUST101484,Susan,Patel,2004-05-31,2018-03-30,East London,Accountant,65478.13,819.0,susan.patel863@gmail.com
CUST101485,Priya,Pretorius,1999-03-13,2021-05-01,Polokwane,Technician,15269.17,683.0,priya.pretorius513@webmail.co.za
CUST101486,Jennifer,Silva,1960-07-12,2026-01-21,Nelspruit,Entrepreneur,8741.36,612.0,jennifer.silva422@yahoo.com
CUST101487,James,Miller,1985-03-15,2025-01-30,East London,Sales Rep,37546.04,594.0,james.miller581@yahoo.com
CUST101488,Patricia,Williams,1946-04-03,2017-09-13,,Artisan,,654.0,patricia.williams429@outlook.com
CUST101489,Thabo,Williams,2005-06-15,2023-07-14,Johannesburg  ,Nurse,14095.2,700.0,thabo.williams422@gmail.com
CUST101490,WILLIAM,Botha,1960-12-02,2016-03-16,East London,,45758.96,628.0,william.botha17@gmail.com
CUST101491,Jessica,Khumalo,1985-07-20,2015-04-24,Cape Town,Retired,24664.96,518.0,jessica.khumalo536@gmail.com
CUST101492,JAMES,Miller,1996-10-18,2015-04-30,Pretoria,Engineer,12605.16,583.0,james.miller110@yahoo.com
CUST101493,David,Davis,1954-10-15,2016-12-21,Bloemfontein,Student,85902.45,652.0,
CUST101494,Susan,Miller,1996-09-19,2023-01-18,Johannesburg,Teacher,10235.2,717.0,susan.miller57@outlook.com
CUST101495,Susan,Silva,1945-09-30,2019-03-17,East London,Consultant,25539.79,516.0,susan.silva910@outlook.com
CUST101496,Naledi,Mokoena,1971-12-17,2015-09-03,Durban  ,Student,8659.69,674.0,naledi.mokoena172@webmail.co.za
CUST101497,Wei,Botha,1973-10-17,2026-11-06,Bloemfontein,,31646.88,670.0,wei.botha14@webmail.co.za
CUST101498,JOSEPH,Miller,1967-10-27,2021-06-03,Pretoria,Teacher,18312.42,609.0,joseph.miller797@yahoo.com
CUST101499,Raj,Ndlovu,1980-10-08,2019-07-25,Pretoria,,43983.28,597.0,raj.ndlovu463@outlook.com
CUST101500,Thabo,Williams,2000-10-20,2021-03-01,Pretoria,Student,26624.0,584.0,thabo.williams198@webmail.co.za
CUST101501,WILLIAM,Nkosi,1964-12-11,2021-08-01,Johannesburg,Accountant,60497.94,663.0,william.nkosi304@gmail.com
CUST101502,Linda,Dlamini,1980-05-02,2020-12-06,cape town,Student,20788.84,751.0,linda.dlamini681@outlook.com
CUST101503,David,Khumalo,1998-07-10,2022-05-02,Polokwane,Nurse,10272.99,758.0,david.khumalo565@webmail.co.za
CUST101504,Zanele,Martinez,1992-02-25,2025-04-04,cape town,Nurse,31023.79,-1.0,zanele.martinez533@gmail.com
CUST101505,Linda,Garcia,1947-06-27,2018-06-30,Port Elizabeth  ,Consultant,23120.28,633.0,linda.garcia201@webmail.co.za
CUST101506,Fatima,Pretorius,2002-07-05,2020-08-21,Cape Town,Student,9031.23,453.0,fatima.pretorius585@gmail.com
CUST101507,JESSICA,Ndlovu,1947-11-06,2015-01-16,Bloemfontein,Accountant,14282.24,660.0,jessica.ndlovu20@gmail.com
CUST101508,Priya,Chen,1980-11-29,2024-12-16,East London,Civil Servant,,704.0,priya.chen505@yahoo.com
CUST101509,Lerato,Smith,1980-02-05,2018-07-17,Port Elizabeth  ,Civil Servant,68406.97,791.0,lerato.smith730@webmail.co.za
CUST101510,David,Miller,1992-12-19,2018-02-21,Polokwane  ,Teacher,41128.95,489.0,david.miller148@yahoo.com
CUST101511,Linda,Silva,1954-01-21,2026-07-21,Durban,Driver,21836.95,552.0,linda.silva36@gmail.com
CUST101512,Chidi,Johnson,1955-12-11,2021-07-10,,Consultant,,663.0,chidi.johnson751@yahoo.com
CUST101513,David,Williams,1990-11-17,2016-04-06,Durban,Technician,7913.49,504.0,david.williams880@gmail.com
CUST101514,Linda,Silva,1954-02-13,2018-01-28,Bloemfontein,Accountant,19169.13,665.0,linda.silva321@webmail.co.za
CUST101515,Fatima,Miller,1973-08-20,2019-03-02,Johannesburg,Technician,34221.08,706.0,fatima.miller281@yahoo.com
CUST101516,Jessica,Miller,1989-08-18,2026-03-06,Durban,,29709.61,535.0,jessica.miller123@gmail.com
CUST101517,Mary,Khumalo,1984-09-22,2019-12-27,Polokwane,Driver,19465.25,662.0,mary.khumalo860@gmail.com
CUST101518,JESSICA,Jones,1957-11-06,2017-08-31,Polokwane,Accountant,26291.87,541.0,jessica.jones102@yahoo.com
CUST101519,Joseph,Smith,1963-07-17,2021-06-08,Durban,Retired,32953.91,,joseph.smith419@yahoo.com
CUST101520,Priya,Smith,2004-02-08,2019-09-09,Durban,Consultant,26752.57,,
CUST101521,AMARA,Johnson,1972-05-14,2015-08-21,Durban,Student,45098.41,592.0,amara.johnson292@gmail.com
CUST101522,Michael,Brown,1947-09-18,2024-12-20,Durban,Artisan,32572.42,539.0,michael.brown124@gmail.com
CUST101523,John,Patel,1958-05-25,2015-08-03,Kimberley,Retired,36561.25,685.0,john.patel29@gmail.com
CUST101524,Zanele,Miller,1965-11-21,2025-05-28,East London,Student,,772.0,zanele.miller418@webmail.co.za
CUST101525,MARY,Johnson,2005-12-19,2024-03-03,pretoria,Artisan,44201.05,581.0,mary.johnson818@yahoo.com
CUST101526,David,Smith,1963-06-19,2015-11-17,Port Elizabeth,Sales Rep,76463.98,,david.smith289@webmail.co.za
CUST101527,John,Ndlovu,1946-08-12,2023-05-19,Bloemfontein,Sales Rep,17977.05,582.0,john.ndlovu636@webmail.co.za
CUST101528,James,Van der Merwe,1976-04-15,2023-06-12,Bloemfontein,Accountant,10348.03,790.0,james.van der merwe170@gmail.com
CUST101529,Fatima,Davis,1950-02-06,2021-12-22,Pretoria,Sales Rep,24731.46,478.0,fatima.davis544@yahoo.com
CUST101530,Robert,Johnson,1961-09-19,2021-09-09,Kimberley,Artisan,23497.33,766.0,robert.johnson258@outlook.com
CUST101531,James,Garcia,2005-07-14,2015-07-30,Durban,Student,64579.25,616.0,james.garcia159@yahoo.com
CUST101532,Fatima,Ndlovu,1987-12-25,2015-09-09,Port Elizabeth,Retired,13656.53,644.0,
CUST101533,Michael,Jones,1948-02-03,2023-04-06,Johannesburg,Manager,25659.59,619.0,michael.jones231@webmail.co.za
CUST101534,Raj,Nkosi,1972-05-15,2016-03-22,Port Elizabeth,Student,34307.1,672.0,
CUST101535,Mary,Khan,1955-06-21,2017-10-20,Nelspruit,Sales Rep,28568.54,584.0,mary.khan670@outlook.com
CUST101536,John,Davis,1952-07-02,2020-11-10,Kimberley,Manager,24272.09,745.0,john.davis69@gmail.com
CUST101537,Patricia,Pretorius,1980-10-23,2016-11-25,Port Elizabeth,Nurse,33360.94,749.0,patricia.pretorius902@gmail.com
CUST101538,Amara,Davis,1975-11-05,2024-02-24,Cape Town,Accountant,51403.35,561.0,amara.davis87@webmail.co.za
CUST101539,Zanele,Brown,1990-04-25,2024-08-05,Polokwane,Student,67605.68,710.0,zanele.brown322@outlook.com
CUST101540,Jessica,Pretorius,1999-06-06,2024-02-10,East London,Accountant,27438.0,618.0,jessica.pretorius959@gmail.com
CUST101541,Linda,Nkosi,1960-01-18,2015-07-29,Kimberley,Teacher,16489.72,655.0,linda.nkosi192@webmail.co.za
CUST101542,Robert,Miller,2001-04-20,2019-12-15,Bloemfontein,Driver,67556.56,787.0,robert.miller336@gmail.com
CUST101543,Sipho,Mokoena,1976-08-06,2024-10-22,Johannesburg,,14092.81,589.0,sipho.mokoena462@webmail.co.za
CUST101544,Linda,Brown,1960-10-15,2019-03-17,Kimberley,Nurse,78774.71,733.0,linda.brown988@yahoo.com
CUST101545,Sipho,Chen,1996-08-04,2023-01-22,East London,Nurse,60263.46,691.0,sipho.chen788@yahoo.com
CUST101546,LERATO,Patel,1947-03-03,2021-10-28,Nelspruit,Sales Rep,65751.6,633.0,lerato.patel671@outlook.com
CUST101547,Priya,Patel,1979-02-17,2019-08-01,Cape Town,Manager,40588.28,683.0,priya.patel811@webmail.co.za
CUST101548,Jessica,Khumalo,1989-01-07,2018-03-15,Port Elizabeth,Civil Servant,7574.22,672.0,jessica.khumalo826@gmail.com
CUST101549,JAMES,Patel,1962-01-29,2022-07-24,Port Elizabeth,Accountant,14422.25,546.0,james.patel795@outlook.com
CUST101550,William,Khumalo,1997-09-02,2016-07-19,Durban,Sales Rep,32342.35,595.0,william.khumalo972@yahoo.com
CUST101551,Priya,Van der Merwe,1959-08-29,2024-12-17,Nelspruit,Driver,17936.84,,priya.van der merwe427@webmail.co.za
CUST101552,Naledi,Brown,1996-03-25,2021-04-09,Cape Town,Accountant,22266.35,625.0,naledi.brown74@webmail.co.za
CUST101553,Zanele,Ndlovu,1949-10-16,2016-04-16,Johannesburg,Driver,38858.61,771.0,zanele.ndlovu276@outlook.com
CUST101554,Joseph,Martinez,1954-10-04,2023-02-23,Durban,Accountant,24294.75,702.0,joseph.martinez613@yahoo.com
CUST101555,Jennifer,Dlamini,1968-03-28,2019-12-29,Kimberley,Student,12946.59,521.0,jennifer.dlamini50@webmail.co.za
CUST101556,AHMED,Brown,1997-02-04,2017-05-13,Cape Town  ,Retired,45770.51,625.0,ahmed.brown536@webmail.co.za
CUST101557,Wei,Davis,1953-10-27,2026-02-17,Bloemfontein,Nurse,36641.68,671.0,wei.davis18@yahoo.com
CUST101558,Sofia,Pretorius,1998-05-26,2023-03-05,Cape Town  ,Technician,23169.74,717.0,sofia.pretorius755@outlook.com
CUST101559,Priya,Williams,1959-01-06,2021-11-13,Pretoria,Accountant,41223.33,591.0,priya.williams351@yahoo.com
CUST101560,Elizabeth,Mokoena,1972-08-08,2024-10-30,Bloemfontein  ,Civil Servant,28482.02,539.0,elizabeth.mokoena705@gmail.com
CUST101561,William,Chen,1966-07-08,2021-04-19,Johannesburg,Teacher,59803.34,645.0,william.chen887@webmail.co.za
CUST101562,Linda,Ndlovu,1952-03-16,2020-11-02,Durban,Sales Rep,29458.12,701.0,linda.ndlovu924@gmail.com
CUST101563,Fatima,Smith,2002-08-08,2017-12-03,Bloemfontein,Driver,59537.2,671.0,fatima.smith84@outlook.com
CUST101564,NALEDI,Smith,1971-09-24,2016-10-10,Johannesburg,Manager,8741.25,570.0,naledi.smith289@yahoo.com
CUST101565,Joseph,Miller,1987-02-09,2020-02-01,Port Elizabeth,,35437.7,808.0,joseph.miller268@yahoo.com
CUST101566,Carlos,Williams,1980-02-03,2020-12-04,East London,Consultant,21189.96,641.0,carlos.williams898@webmail.co.za
CUST101567,ZANELE,Williams,1975-08-09,2023-06-29,Durban,Manager,16067.75,667.0,zanele.williams72@outlook.com
CUST101568,Fatima,Brown,1982-08-11,2020-02-14,Cape Town,Entrepreneur,53911.57,590.0,fatima.brown441@webmail.co.za
CUST101569,Sofia,Jones,1999-10-19,2021-11-14,Port Elizabeth,Retired,45864.77,750.0,sofia.jones365@gmail.com
CUST101570,Robert,Van der Merwe,1987-08-28,2024-08-22,Polokwane,Nurse,8071.66,701.0,robert.van der merwe419@yahoo.com
CUST101571,Barbara,Chen,1977-06-25,2026-03-07,Johannesburg,Sales Rep,41328.08,678.0,barbara.chen18@outlook.com
CUST101572,Chidi,Smith,1984-05-10,2018-09-26,pretoria,Sales Rep,38425.97,546.0,chidi.smith860@outlook.com
CUST101573,Raj,Mokoena,1981-12-27,2025-12-06,Kimberley,Sales Rep,17433.64,748.0,raj.mokoena244@webmail.co.za
CUST101574,John,Brown,1971-06-03,2024-02-05,Pretoria,Manager,16298.33,718.0,john.brown531@webmail.co.za
CUST101575,David,Martinez,1983-02-10,2015-10-15,Pretoria,Entrepreneur,10359.45,741.0,david.martinez797@yahoo.com
CUST101576,Naledi,Smith,1972-01-22,2018-11-14,Polokwane  ,,21971.05,,naledi.smith275@yahoo.com
CUST101577,Mei,Johnson,1991-03-19,2017-07-15,Port Elizabeth,Engineer,24185.47,643.0,mei.johnson665@yahoo.com
CUST101578,PATRICIA,Williams,2004-02-07,2022-11-09,Pretoria,Entrepreneur,43399.28,634.0,patricia.williams303@gmail.com
CUST101579,Zanele,Martinez,2003-07-20,2021-06-06,Polokwane,Entrepreneur,31622.63,855.0,zanele.martinez572@gmail.com
CUST101580,Elizabeth,Ndlovu,1995-01-24,2020-09-24,Johannesburg,,14243.49,601.0,elizabeth.ndlovu470@webmail.co.za
CUST101581,Michael,Davis,1981-09-15,2023-04-11,Polokwane,Technician,31049.08,543.0,michael.davis461@webmail.co.za
CUST101582,Thabo,Mokoena,1990-09-16,2018-10-11,Pretoria,Teacher,,616.0,thabo.mokoena277@gmail.com
CUST101583,Susan,Patel,1955-11-11,2019-08-06,Nelspruit,Manager,15353.58,602.0,susan.patel844@outlook.com
CUST101584,Kagiso,Khan,1974-03-22,2025-09-01,Polokwane,Accountant,,763.0,kagiso.khan161@gmail.com
CUST101585,David,Khumalo,1960-09-11,2026-05-04,Kimberley,,39139.29,528.0,david.khumalo357@webmail.co.za
CUST101586,Raj,Khumalo,1945-03-19,2023-12-28,Cape Town,Teacher,35166.12,599.0,raj.khumalo62@outlook.com
CUST101587,Robert,Ndlovu,2003-12-20,2017-07-07,Cape Town  ,Manager,37573.77,667.0,robert.ndlovu7@outlook.com
CUST101588,Priya,Garcia,1997-09-10,2016-04-21,Kimberley,Technician,17379.62,764.0,priya.garcia41@outlook.com
CUST101589,James,Ndlovu,1976-05-02,2017-03-06,Pretoria  ,,,714.0,james.ndlovu942@outlook.com
CUST101590,Chidi,Smith,1960-07-03,2019-11-24,Nelspruit,,11787.34,796.0,chidi.smith983@yahoo.com
CUST101591,Barbara,Nkosi,1987-04-09,2017-09-28,East London,,,681.0,barbara.nkosi641@webmail.co.za
CUST101592,Richard,Rodriguez,1971-07-10,2025-08-06,Port Elizabeth,Driver,,632.0,richard.rodriguez12@outlook.com
CUST101593,James,Khan,1994-01-01,2022-08-10,Johannesburg  ,Driver,31489.58,727.0,james.khan704@yahoo.com
CUST101594,Amara,Nkosi,2005-12-20,2019-10-29,Johannesburg,Consultant,10124.46,527.0,amara.nkosi215@webmail.co.za
CUST101595,JENNIFER,Ndlovu,1966-04-18,2018-04-03,Polokwane,Manager,14263.7,496.0,jennifer.ndlovu980@gmail.com
CUST101596,LERATO,Van der Merwe,1959-11-29,2019-05-30,Johannesburg,Engineer,21606.82,738.0,lerato.van der merwe919@webmail.co.za
CUST101597,Chidi,Ndlovu,1961-04-24,2020-06-07,Johannesburg  ,Entrepreneur,47815.79,669.0,chidi.ndlovu788@gmail.com
CUST101598,Priya,Williams,1950-09-11,2023-08-04,Durban,Teacher,16516.88,737.0,priya.williams105@webmail.co.za
CUST101599,Amara,Smith,1969-01-13,2016-01-13,Kimberley,Nurse,29270.78,573.0,amara.smith283@yahoo.com
CUST101600,Elizabeth,Williams,1946-01-24,2024-10-30,East London  ,,31170.75,766.0,elizabeth.williams621@gmail.com
CUST101601,Chidi,Pretorius,1951-12-24,2016-06-23,Polokwane  ,Student,23160.07,710.0,chidi.pretorius341@yahoo.com
CUST101602,Raj,Ndlovu,1961-07-29,2018-01-15,East London,Artisan,,647.0,raj.ndlovu353@webmail.co.za
CUST101603,David,Davis,1954-10-02,2026-04-07,Bloemfontein,Teacher,12004.66,669.0,david.davis152@outlook.com
CUST101604,PATRICIA,Martinez,1989-08-29,2017-03-15,Durban,Accountant,18151.85,681.0,patricia.martinez715@gmail.com
CUST101605,Ahmed,Garcia,1951-06-11,2016-03-03,Port Elizabeth,Accountant,63615.72,573.0,ahmed.garcia565@gmail.com
CUST101606,John,Botha,1997-10-28,2022-05-24,Bloemfontein,Artisan,66360.61,615.0,john.botha153@webmail.co.za
CUST101607,Zanele,Nkosi,1958-06-28,2019-07-21,Kimberley,Technician,44611.75,680.0,zanele.nkosi249@webmail.co.za
CUST101608,LINDA,Johnson,1951-08-17,2016-01-24,Nelspruit,Manager,52064.33,612.0,linda.johnson284@yahoo.com
CUST101609,JOHN,Patel,1945-08-14,2015-01-16,Polokwane,Retired,8995.26,518.0,john.patel670@webmail.co.za
CUST101610,Wei,Davis,1988-08-17,2015-01-12,Nelspruit,Retired,15226.35,677.0,wei.davis22@outlook.com
CUST101611,John,Johnson,1960-08-27,2021-01-20,Nelspruit,Retired,22322.25,725.0,john.johnson586@yahoo.com
CUST101612,Lerato,Pretorius,1976-01-30,2017-03-09,East London,Teacher,114620.87,746.0,lerato.pretorius113@yahoo.com
CUST101613,Amara,Johnson,1951-10-23,2024-03-01,Nelspruit,Artisan,22295.71,698.0,amara.johnson695@gmail.com
CUST101614,Mary,Jones,2005-02-06,2024-06-12,Johannesburg,Accountant,42063.79,724.0,mary.jones290@outlook.com
CUST101615,Jennifer,Smith,1952-08-25,2016-04-09,Johannesburg,Driver,33759.71,739.0,jennifer.smith101@outlook.com
CUST101616,Mei,Ndlovu,1970-02-16,2018-11-26,Port Elizabeth,,33312.04,657.0,mei.ndlovu238@webmail.co.za
CUST101617,Thabo,Mokoena,1996-12-12,2016-12-09,Johannesburg  ,Sales Rep,26526.03,459.0,thabo.mokoena762@outlook.com
CUST101618,Patricia,Davis,1959-12-09,2018-04-27,Pretoria,Retired,13094.93,754.0,patricia.davis603@gmail.com
CUST101619,Sofia,Johnson,1961-04-14,2017-08-10,Cape Town  ,Accountant,5320.39,570.0,sofia.johnson82@webmail.co.za
CUST101620,William,Williams,1994-04-26,2024-11-02,Kimberley,,58052.64,548.0,william.williams578@outlook.com
CUST101621,James,Pretorius,1961-09-03,2019-01-01,East London,Driver,18584.84,551.0,james.pretorius986@outlook.com
CUST101622,Fatima,Silva,1945-03-05,2020-09-27,Johannesburg,Nurse,8775.61,874.0,fatima.silva501@webmail.co.za
CUST101623,James,Pretorius,1971-02-07,2022-10-21,,Driver,34988.57,690.0,james.pretorius624@gmail.com
CUST101624,Naledi,Dlamini,1945-10-07,2024-10-07,Polokwane,Nurse,,,naledi.dlamini309@gmail.com
CUST101625,Sofia,Khumalo,2000-06-30,2018-06-28,Pretoria,,42647.99,588.0,sofia.khumalo368@gmail.com
CUST101626,SIPHO,Silva,1984-02-24,2017-04-06,Nelspruit,Nurse,52545.22,650.0,sipho.silva896@outlook.com
CUST101627,Sipho,Mokoena,1980-07-24,2026-01-05,Kimberley,Accountant,15500.2,699.0,sipho.mokoena727@yahoo.com
CUST101628,Richard,Martinez,1957-04-19,2018-09-16,Kimberley,Student,,675.0,richard.martinez8@webmail.co.za
CUST101629,John,Miller,1987-09-12,2022-09-10,Johannesburg,Engineer,22220.67,566.0,john.miller25@gmail.com
CUST101630,Sipho,Ndlovu,1986-04-24,2022-07-11,Port Elizabeth,Sales Rep,44045.75,679.0,sipho.ndlovu155@yahoo.com
CUST101631,AHMED,Johnson,1948-09-09,2020-12-14,Polokwane,Student,,595.0,ahmed.johnson748@yahoo.com
CUST101632,Robert,Jones,1998-09-24,2017-08-24,Port Elizabeth,Sales Rep,29054.36,744.0,robert.jones774@webmail.co.za
CUST101633,Ahmed,Khan,1980-05-05,2016-08-21,Port Elizabeth,,47064.44,655.0,ahmed.khan892@yahoo.com
CUST101634,Susan,Botha,1993-05-04,2020-08-22,Pretoria,Nurse,45913.47,582.0,susan.botha300@gmail.com
CUST101635,Naledi,Williams,1961-01-14,2020-01-12,Port Elizabeth,,41156.49,712.0,naledi.williams219@gmail.com
CUST101636,JENNIFER,Williams,1952-06-12,2023-12-16,East London  ,Retired,50909.27,684.0,jennifer.williams174@outlook.com
CUST101637,Zanele,Johnson,1987-11-06,2023-03-22,Johannesburg,Manager,5175.5,607.0,zanele.johnson544@webmail.co.za
CUST101638,Jennifer,Silva,1993-06-04,2025-07-24,polokwane,Civil Servant,70833.07,716.0,jennifer.silva384@webmail.co.za
CUST101639,William,Miller,1968-07-19,2026-03-30,Polokwane,Engineer,32801.94,707.0,william.miller562@outlook.com
CUST101640,Chidi,Davis,1946-06-12,2023-06-06,Cape Town,Engineer,59921.51,758.0,chidi.davis794@webmail.co.za
CUST101641,Mary,Smith,1994-11-29,2015-11-20,Polokwane  ,Civil Servant,13296.01,714.0,mary.smith781@webmail.co.za
CUST101642,Joseph,Nkosi,1957-07-28,2019-10-09,,Student,9392.85,631.0,joseph.nkosi993@webmail.co.za
CUST101643,ZANELE,Martinez,1965-09-06,2022-01-19,Pretoria,Consultant,78576.39,498.0,zanele.martinez850@gmail.com
CUST101644,JOHN,Silva,1983-04-28,2021-01-11,Port Elizabeth  ,Manager,15430.28,667.0,john.silva168@yahoo.com
CUST101645,Elizabeth,Patel,1951-02-05,2017-06-02,Bloemfontein,Entrepreneur,22325.63,681.0,elizabeth.patel822@outlook.com
CUST101646,David,Brown,1949-05-23,2021-01-10,Durban,,36918.67,655.0,david.brown401@yahoo.com
CUST101647,Lerato,Silva,1946-07-27,2019-01-19,East London,Sales Rep,42775.98,379.0,lerato.silva489@gmail.com
CUST101648,Sofia,Khumalo,2000-11-29,2018-04-12,East London,Manager,51382.34,711.0,sofia.khumalo536@outlook.com
CUST101649,RAJ,Mokoena,1963-12-30,2024-08-28,Pretoria,Manager,30761.88,568.0,raj.mokoena750@gmail.com
CUST101650,Michael,Jones,1985-04-19,2019-11-20,Port Elizabeth,Consultant,14291.42,,michael.jones353@webmail.co.za
CUST101651,James,Van der Merwe,2005-05-05,2021-08-02,East London,Artisan,41108.89,803.0,james.van der merwe592@webmail.co.za
CUST101652,Mary,Pretorius,1985-11-01,2021-08-07,Bloemfontein,Entrepreneur,41503.52,627.0,mary.pretorius746@yahoo.com
CUST101653,ZANELE,Rodriguez,1977-01-11,2021-09-07,Port Elizabeth,,9054.16,689.0,zanele.rodriguez469@gmail.com
CUST101654,JENNIFER,Williams,1976-10-10,2017-06-20,kimberley,Accountant,63020.22,653.0,jennifer.williams716@yahoo.com
CUST101655,Linda,Van der Merwe,1967-12-29,2021-10-12,,Consultant,6049.64,697.0,linda.van der merwe349@outlook.com
CUST101656,Priya,Botha,1981-08-02,2018-11-16,Pretoria,Consultant,50043.57,659.0,priya.botha936@outlook.com
CUST101657,Priya,Dlamini,2003-06-26,2022-02-08,Polokwane,Driver,18389.48,603.0,priya.dlamini135@outlook.com
CUST101658,Raj,Khumalo,1993-01-25,2016-08-09,nelspruit  ,Teacher,41081.19,569.0,raj.khumalo566@gmail.com
CUST101659,William,Jones,1970-11-17,2026-07-07,Cape Town,Driver,36538.31,793.0,william.jones388@gmail.com
CUST101660,Zanele,Johnson,1965-04-12,2023-10-12,Bloemfontein,Teacher,26310.58,689.0,zanele.johnson258@webmail.co.za
CUST101661,Zanele,Pretorius,1998-11-23,2019-10-31,polokwane,Teacher,35265.2,,zanele.pretorius403@webmail.co.za
CUST101662,Jennifer,Ndlovu,1953-04-14,2018-06-28,Johannesburg,,25543.31,,jennifer.ndlovu805@gmail.com
CUST101663,Naledi,Miller,1996-10-27,2019-06-29,Pretoria,Retired,41289.79,738.0,naledi.miller823@gmail.com
CUST101664,Thabo,Patel,1960-07-23,2023-09-05,polokwane,Engineer,99823.91,569.0,thabo.patel6@gmail.com
CUST101665,RICHARD,Smith,1988-08-26,2022-04-08,Kimberley,Manager,12031.18,657.0,richard.smith51@yahoo.com
CUST101666,Wei,Johnson,1994-03-06,2023-02-17,Kimberley,Accountant,3972.35,695.0,wei.johnson838@webmail.co.za
CUST101667,Lerato,Garcia,1974-02-05,2025-04-18,East London,,20964.7,766.0,lerato.garcia442@outlook.com
CUST101668,NALEDI,Martinez,1956-09-23,2020-04-14,Johannesburg,Sales Rep,20122.31,891.0,naledi.martinez487@gmail.com
CUST101669,Chidi,Rodriguez,1996-07-12,2022-03-10,Johannesburg,Accountant,21449.55,687.0,chidi.rodriguez20@webmail.co.za
CUST101670,Wei,Jones,1967-06-02,2020-11-02,Nelspruit,Artisan,15431.04,591.0,wei.jones225@yahoo.com
CUST101671,Sipho,Davis,1964-07-24,2022-05-23,Polokwane,Technician,45408.77,542.0,sipho.davis309@yahoo.com
CUST101672,William,Davis,1976-02-10,2020-01-07,Cape Town  ,Nurse,11745.23,569.0,william.davis961@gmail.com
CUST101673,Wei,Dlamini,1971-07-17,2023-12-30,Cape Town,Driver,35258.61,580.0,wei.dlamini109@yahoo.com
CUST101674,Amara,Khumalo,1986-08-31,2015-01-23,Cape Town,Teacher,39461.44,389.0,amara.khumalo742@yahoo.com
CUST101675,Sofia,Botha,1953-05-15,2017-01-07,Nelspruit,Student,32528.75,589.0,sofia.botha249@webmail.co.za
CUST101676,John,Silva,1971-07-30,2018-07-06,Polokwane,,36036.44,,john.silva601@webmail.co.za
CUST101677,Susan,Miller,1999-05-24,2025-12-13,Kimberley,Entrepreneur,47551.11,657.0,susan.miller659@webmail.co.za
CUST101678,Fatima,Botha,1947-03-15,2020-11-14,Cape Town,Manager,27781.88,627.0,fatima.botha555@webmail.co.za
CUST101679,Thabo,Dlamini,1972-11-24,2019-03-22,East London,Technician,21853.19,504.0,thabo.dlamini766@yahoo.com
CUST101680,Carlos,Jones,1985-04-16,2019-07-09,Kimberley,Engineer,36019.74,745.0,carlos.jones322@gmail.com
CUST101681,JAMES,Davis,1999-02-24,2020-03-26,bloemfontein  ,Manager,38569.6,696.0,james.davis829@gmail.com
CUST101682,Mary,Khan,1981-03-21,2025-01-18,Polokwane,Engineer,45881.1,649.0,mary.khan209@gmail.com
CUST101683,Mei,Van der Merwe,1995-04-17,2026-02-22,East London,Retired,9629.29,452.0,mei.van der merwe373@gmail.com
CUST101684,BARBARA,Rodriguez,1958-08-02,2024-10-10,Johannesburg,Civil Servant,24097.93,606.0,barbara.rodriguez505@outlook.com
CUST101685,Thabo,Brown,1966-07-10,2024-09-30,Port Elizabeth,Nurse,14196.9,689.0,thabo.brown427@outlook.com
CUST101686,Susan,Jones,2002-06-20,2017-04-21,Durban,Student,37668.48,647.0,susan.jones309@outlook.com
CUST101687,Susan,Williams,1999-01-16,2018-10-02,Johannesburg,Consultant,41607.07,667.0,susan.williams138@webmail.co.za
CUST101688,Carlos,Patel,1979-01-13,2021-11-26,Bloemfontein,Sales Rep,22819.08,712.0,carlos.patel750@webmail.co.za
CUST101689,Patricia,Dlamini,1974-01-02,2022-07-08,Kimberley  ,Retired,17368.95,664.0,patricia.dlamini936@webmail.co.za
CUST101690,Wei,Martinez,1972-07-07,2017-07-05,Johannesburg  ,Student,38490.94,708.0,wei.martinez586@webmail.co.za
CUST101691,Ahmed,Chen,1948-08-02,2023-08-23,Pretoria,Driver,24836.13,574.0,
CUST101692,Lerato,Van der Merwe,1999-06-08,2017-04-25,East London,Retired,63315.16,540.0,lerato.van der merwe904@outlook.com
CUST101693,Richard,Silva,1994-11-27,2018-01-17,Pretoria,Artisan,77946.02,693.0,richard.silva930@outlook.com
